Sales,Profit,Quantity
9439,3116,10
2618,1151,3
9880,2345,5
10403,2507,5
6685,3300,3
2949,4968,12
6764,991,14
8164,5378,1
7525,-3144,8
2202,-2093,9
4698,2189,11
11534,4269,12
10527,1236,11
5792,3250,5
10032,-2047,5
4160,-1410,13
10505,3030,13
3582,1608,6
8318,421,11
3177,3632,14
11032,3709,4
5906,-2543,2
11279,2427,3
1064,-562,3
5004,-2494,14
1687,2591,7
3525,-2165,2
2581,-550,1
4423,-2516,10
4883,1314,9
10400,-1652,4
2943,5095,10
503,1344,1
10460,4471,3
9611,3114,3
1189,1111,12
3778,2386,1
3965,-2363,8
8448,5898,13
9706,5716,13
9641,2250,9
5606,5318,13
11278,5617,2
11239,811,9
2540,-579,8
6922,779,1
3540,-3097,7
424,1022,12
717,-2185,12
4954,352,2
417,2586,10
10776,4193,8
2074,-3289,2
2775,-3049,7
7460,4042,9
4807,787,7
7331,1789,2
7003,-3138,7
11851,-123,9
7963,3299,13
11146,-2658,11
1491,5966,11
11268,-1024,5
8692,-299,5
10395,-3169,10
150,-532,10
9591,-1343,8
3171,-1045,14
5073,4188,5
8461,-2149,10
6574,1020,10
3275,-2772,14
5707,952,1
10963,2651,13
6435,490,5
9636,2764,6
11143,-1909,8
6788,1175,3
4640,-941,13
195,5958,10
9028,4722,12
2020,3146,7
1447,3676,4
9405,-1728,14
3047,5466,2
788,-484,12
9883,1928,14
974,4348,12
10586,4038,13
10333,3569,3
10962,149,3
8238,-646,13
2630,1939,10
7517,-1240,3
7150,-1736,14
11350,5373,1
7227,-1378,7
8072,2390,10
4973,4950,9
7883,-885,12
2017,-953,8
9651,5692,4
6445,-3026,10
5576,-699,4
8282,968,10
5661,5207,5
9848,2086,10
8564,-319,3
7321,5175,6
4308,2227,7
5964,839,10
2758,3260,12
2037,-710,1
11008,5695,11
8602,3088,6
3160,3363,7
10989,719,2
5727,-776,7
9648,-2136,14
2093,-3085,2
5852,-524,11
4034,313,9
2891,1829,4
5336,3578,4
4449,1304,5
3598,3021,5
10876,-2456,4
1423,2247,13
283,-2715,8
9574,2214,1
11707,4462,11
9707,1243,8
2759,-855,14
5977,1369,13
3856,4460,12
6074,-857,6
2344,-871,2
10607,-652,13
10841,-969,4
10663,5514,4
10065,5602,9
8000,5266,4
8066,5895,2
8567,663,8
7707,-1387,10
145,4769,5
16,3281,10
9468,2714,2
11660,930,10
10389,4130,2
2054,3249,10
7322,-3298,13
10681,3651,13
10944,4947,3
8221,5778,10
5381,3800,12
311,332,2
8556,-2462,9
1836,2295,10
347,3758,11
1341,-2229,7
11437,2063,5
10292,-2113,8
1601,1196,9
3550,-2043,6
8145,-804,14
7012,4851,4
1870,3978,4
2859,4058,11
6501,4544,6
4638,-2790,5
11020,1672,9
8078,1235,4
382,-2448,6
8034,5477,5
1636,3863,3
6490,-2331,4
3998,-2793,9
3057,793,6
11450,1281,12
6837,3217,7
9717,-793,1
4344,-783,6
6477,2413,5
994,-499,5
9542,4193,6
1659,-399,10
4033,-1949,9
5191,-708,12
6390,3184,12
6719,1516,3
8875,637,14
448,-1635,14
6351,-3164,3
6643,-690,4
1396,-315,11
4460,3033,9
7286,1498,1
7749,1794,9
10965,-1748,5
2220,-941,9
6421,-2224,13
4459,3563,13
3101,-468,1
11498,2691,4
10856,2850,5
7829,2944,9
1386,-1550,11
7081,-3064,6
7750,1078,9
2411,2477,9
1375,-2811,1
6283,-1857,14
11644,3229,2
10229,5239,11
5854,-1119,12
93,5196,12
10274,-1155,13
3027,-2184,14
4334,1933,9
11364,1759,10
1282,1442,2
8183,805,6
4616,2737,12
2850,954,3
10542,3780,4
857,-2928,3
8194,-400,14
2595,2614,10
5143,-740,9
2004,1347,2
3592,2267,1
1463,2309,1
2980,-3123,9
6306,3509,10
8375,-3044,6
3623,32,13
2422,5292,7
8073,1160,12
1152,1818,8
7614,1688,1
11835,-1039,7
5848,-161,11
4224,168,3
336,620,14
5933,-532,9
6677,4886,4
10580,4418,1
1692,4234,3
5700,-2905,3
5125,5886,11
9625,-3046,4
5271,3555,8
6397,2401,2
11931,4409,4
9553,-1976,12
11567,-116,12
3082,3276,11
4172,984,10
9863,417,6
9615,-1986,12
5850,5222,14
5644,4989,9
1620,5283,9
11686,-513,14
10694,735,1
4970,-1576,8
4880,-1490,5
4513,4002,7
185,-210,9
8789,3784,12
2665,2312,12
7597,-1808,10
4730,433,14
1633,-1254,12
956,-1889,13
5504,1126,11
5043,1180,4
9345,3249,10
11227,254,9
9787,5407,6
1327,-18,7
6293,474,6
8675,433,9
7467,3973,3
7987,-2884,14
11614,5284,6
8642,3887,14
8297,-50,11
608,5164,2
9243,1212,12
3984,5406,3
1769,3368,7
6378,-759,7
1048,1764,4
50,4139,1
8277,5497,3
11621,1886,6
1195,4223,2
11924,1520,11
4268,-1409,13
4825,3426,2
1769,5753,3
4257,2904,6
11170,3140,2
9377,-1597,10
11265,2289,10
10018,5482,10
9866,3677,6
7783,2294,4
10907,3943,7
2465,3399,8
7795,925,12
11208,4940,3
11024,5560,3
6072,-2676,14
5557,1328,8
4625,3093,7
1442,5990,5
10277,-2027,9
4237,191,1
6248,2973,4
8463,-2213,2
10061,4843,7
9283,-1828,7
2596,874,4
4104,3855,12
6362,3703,9
2485,1020,10
3499,1371,3
10102,4614,9
11349,-3257,11
8632,3108,14
564,1684,2
11435,-1632,3
2579,2212,7
3243,4833,5
1584,1902,3
9426,3764,11
11012,285,13
5069,1591,11
9712,163,14
5976,-2495,6
11182,1286,10
6632,3130,9
11783,1131,1
10960,5545,11
10155,2750,1
7494,2493,14
639,3372,8
7292,737,4
1580,5111,11
5071,3346,9
11488,-2835,14
7545,1841,7
36,-854,1
7392,5038,10
9365,-2941,13
8026,2429,2
8978,-1808,7
11793,5768,4
10999,-874,7
3703,4685,2
8388,-1805,14
5821,267,14
10227,1982,11
11414,5016,14
8998,-605,6
11176,1128,1
3976,399,6
5515,-1703,6
10251,4958,8
1068,442,3
1009,-2729,7
3020,1907,9
5196,4990,8
1235,5206,7
10746,3527,11
10310,-3085,12
1218,-351,4
2635,849,12
1363,555,8
2772,4140,3
1110,-79,10
5752,3686,1
9069,4032,7
9462,1173,11
10903,3728,2
3320,5935,13
3049,1480,14
6885,-2204,3
8962,-2675,6
5133,-2415,11
7563,2329,9
6469,4634,9
1829,4455,14
7172,5839,1
1883,-3085,2
1964,5430,11
8503,941,5
1095,4109,12
10433,756,8
9121,-108,7
4866,-513,2
1221,2635,8
7915,-333,9
8078,-185,4
5583,5443,7
5137,612,11
9843,-1511,14
6585,-1617,6
3005,3728,8
11599,2346,6
11328,4637,6
432,-1176,3
10469,-852,8
11110,-3151,13
4632,-3243,12
4314,-3101,7
5335,1203,1
4593,618,13
6123,-2768,8
3197,4425,11
4011,4264,6
319,-3108,14
2224,-2286,6
3598,4241,8
3655,4958,7
4187,4177,4
761,-2123,12
9008,5176,6
8284,-1643,8
7471,3530,8
4627,3379,1
11967,746,12
5856,1452,7
8133,105,9
11803,2242,2
10158,1819,2
6751,-2714,8
5037,-3118,7
10192,914,5
9621,-1449,11
617,2019,5
6832,5426,5
3547,3260,12
484,5777,12
5777,4625,2
3326,4088,6
6668,-1685,4
9144,5793,13
2379,-556,3
9885,3527,7
3938,5816,7
5447,5709,12
8444,6,3
11821,584,1
5450,2401,3
8863,-1477,5
11363,1842,1
4818,-2432,12
11953,-1624,8
457,-1625,8
108,446,13
4676,1152,10
7070,-1536,13
9222,5049,12
10261,-1899,1
7612,3843,12
8587,-3102,3
11191,-584,7
1378,-2952,14
504,464,13
6251,333,7
6465,4795,1
10538,5080,12
7603,-1758,10
6327,-3061,7
69,-2726,5
1096,2545,10
8873,-2992,14
3937,3196,6
9992,2384,5
4599,5117,1
53,-451,2
2070,5374,13
1759,492,14
200,5451,10
274,-108,12
7644,-1886,3
7202,-1848,13
5486,5084,4
6250,1748,5
458,4699,1
10515,3584,2
8334,-2751,12
5437,-3054,1
1605,5883,5
7878,1500,3
7182,5793,13
9833,3907,11
11675,-3186,6
1012,2481,6
11486,2762,5
10291,-2620,1
9431,543,8
1743,4151,12
6462,1802,13
1894,-973,8
11539,-1113,14
3339,1864,2
2114,2120,4
8398,2121,5
6741,4322,2
10332,2387,1
11009,-2018,13
1237,4029,7
9727,4752,10
9484,-1350,11
10837,-2297,12
2915,-1173,14
1896,1516,11
8905,2810,1
9819,4660,10
8458,-721,2
1441,-2764,9
7848,-2523,8
6863,5957,6
2817,5256,1
5042,-1185,7
7938,1258,13
7399,5844,9
3709,-2509,4
11111,1398,3
492,5106,11
2581,342,3
8225,4820,4
667,1646,12
3797,483,7
11975,4528,6
5694,-1746,2
8360,290,2
3435,577,6
7995,5038,11
10704,2682,8
9370,3371,8
2276,1568,10
4986,3615,11
11042,1502,7
7550,4060,14
986,5340,7
7118,4024,11
701,-3251,4
479,2176,4
11691,4054,10
11200,-1289,1
2812,3808,8
6497,-2708,11
10078,536,1
5776,5492,6
4423,985,10
1942,5980,6
8168,3126,8
10079,1611,14
11397,1183,13
11424,4426,7
11019,5664,2
7825,3186,6
2464,1613,8
8538,5695,2
2219,5983,10
6052,2220,7
9816,2266,12
7091,1053,2
2658,1823,4
2964,-3045,9
10814,117,8
1219,-2508,4
5452,3513,1
1401,2063,13
11665,1073,3
5637,-1962,4
4108,995,14
7165,1096,10
5329,-2697,8
10465,2314,6
4030,-1466,3
2909,4128,9
5675,4195,2
847,5016,7
10515,4401,7
4522,1824,1
10487,1447,4
5262,4522,7
2990,-1675,5
1894,2523,1
2218,2206,6
7056,3728,10
8537,-231,8
6031,3644,1
7599,2279,9
3146,-981,10
9665,5313,3
2065,1152,9
1998,-1033,7
1795,-3262,4
9104,-289,4
8725,-1551,11
2609,91,6
9870,-2373,5
2861,4115,3
11178,-2429,11
11723,491,5
2017,387,2
10367,1657,14
6003,-2285,13
3173,-1569,7
6100,-3063,3
4617,2755,13
650,-2950,3
9456,-165,6
5614,5397,12
9680,-2405,11
11251,3538,2
8379,1499,11
2216,3187,6
9164,520,13
4662,-1448,2
3913,734,3
9250,738,14
2350,5115,11
6749,3031,11
11298,2060,2
4978,359,10
1788,-901,7
4503,3968,2
7559,1140,3
2685,-1040,5
10300,5369,2
5791,-685,8
4548,2759,10
11077,1203,10
6835,-1346,7
8854,1882,3
11587,-985,2
1994,1143,7
9195,1065,8
6604,4347,13
2890,2515,9
10870,-2463,7
6445,-1488,7
10630,5725,14
10602,-2192,12
11745,3816,4
3267,-1040,13
7027,-1179,14
11858,1084,12
8453,-2719,3
2000,-2957,11
3888,-2107,9
995,-3128,4
10910,-2213,11
3436,5660,8
1553,3376,13
2815,5287,4
613,3523,14
5134,2500,6
5365,651,13
7082,4294,6
995,1023,14
5635,3124,1
5733,2440,3
5290,4811,2
8092,5420,4
4459,-24,2
6530,1390,14
9963,5979,10
10774,4393,11
3612,1789,1
1090,-1609,10
11248,1223,14
6577,2200,4
479,1486,4
11954,3525,13
4309,5611,14
8575,5919,5
10486,5522,3
6871,-1037,8
2861,-379,2
3347,5661,8
8394,2955,2
7014,1581,5
7667,5088,3
9004,-992,9
4060,4694,9
5096,-303,14
8696,-2706,6
2271,-2510,8
6199,4366,8
10206,-1749,10
2583,3553,7
5646,5087,11
11677,-1179,14
11336,4882,6
2344,-1112,4
8406,-2972,1
10657,-832,13
7935,-1782,10
4693,4319,8
11683,3730,4
2484,-1077,5
7568,2846,5
3175,1059,12
227,3141,6
7196,1235,7
11390,2031,13
2668,3172,9
8876,4115,3
11455,620,8
2651,2374,1
7373,-1066,9
2691,-1108,1
6428,3245,1
10566,4599,10
797,4914,8
1242,2871,5
3247,5882,4
8768,3971,9
3560,-3282,2
10093,650,4
4928,5140,6
11259,3412,7
8130,484,2
5254,-721,8
8374,3263,3
11130,3268,1
10769,-481,6
6992,4707,8
10324,-2178,6
7577,2359,2
8560,3675,11
9157,1349,5
5189,1050,1
6265,5494,8
8745,-462,8
9684,166,7
9049,4850,11
784,543,5
5338,4246,3
10094,4947,14
4127,-2390,13
3745,-1673,5
2872,4931,12
11716,2280,5
1682,-958,6
7916,2420,13
7809,3500,9
847,2880,7
6870,1461,2
9308,1797,5
7375,-1206,11
10984,-2289,8
11345,-1173,11
7278,4409,1
10115,-2794,8
302,3308,8
612,3424,8
11756,4561,5
2912,-1025,1
4003,2316,6
10435,795,14
8157,-2074,1
838,2162,7
5106,-3044,1
9130,2249,10
290,5276,3
4822,-777,4
3564,-249,7
5552,3283,1
5503,3321,3
2319,612,3
10978,4284,7
4922,4002,13
8412,4522,5
743,1614,1
7731,344,14
7050,5638,5
657,3014,3
9940,857,13
4176,5541,13
227,-1876,2
8188,4967,1
702,-1438,12
304,3761,10
10348,2388,7
1312,2982,2
3189,-1026,1
6957,-1169,6
4098,57,13
2319,2788,10
7059,1634,13
2806,30,13
8609,-1519,2
4053,2829,1
11749,-547,12
39,1466,14
1552,1684,2
7642,1502,8
453,-2045,8
772,3407,12
11106,5578,4
6956,2558,3
3001,4864,2
7868,1321,9
2161,-751,10
7890,3499,5
11331,-2045,14
3363,1382,9
2550,4296,6
3790,109,13
1315,5002,7
9144,-1863,13
5434,-797,2
8701,-1158,3
7517,-97,10
1662,1305,2
350,4401,7
3247,-2265,6
7376,-2195,11
2414,1884,6
4385,268,11
1627,3043,7
1797,1008,10
9552,-274,9
4604,3337,7
11304,5338,8
2123,405,4
10617,-822,1
9410,3638,11
2806,-2365,13
1228,-264,9
10357,5367,11
9322,2148,12
5018,-772,10
9555,4820,13
6940,195,5
1639,-387,6
9930,3807,2
10104,-333,13
5284,3387,2
3814,1699,13
7886,2800,7
997,5630,7
7019,242,5
5862,3359,5
6010,-1472,7
832,3063,13
3258,-2354,12
7321,545,13
1498,5622,7
2088,417,11
3114,3069,2
3090,-850,5
8611,2288,12
1342,1554,4
2009,2306,4
10493,3428,14
1638,3133,14
3842,3020,12
1985,-2099,6
10505,-489,10
2594,5016,12
7970,3375,4
4591,1735,14
7863,3441,1
1760,907,9
954,636,12
11207,1860,10
6457,-2029,1
10137,3683,6
11638,5284,13
2062,-1881,3
4202,3888,3
8943,2734,1
5035,4142,12
9547,1664,8
5963,-727,12
1887,5559,7
3829,-592,14
6360,-2539,6
1628,2774,13
7371,1902,10
9292,5127,5
1430,1257,4
1083,1976,12
5817,3224,11
8296,1785,5
7035,1395,7
1448,2555,6
3215,5627,6
8727,3028,14
6170,-2984,4
2382,3564,8
4498,3954,2
2261,2535,13
1778,5613,10
11795,-737,7
2368,3930,11
9871,-1371,14
7575,2531,7
1983,1620,8
3366,5472,6
11718,1666,5
3595,319,6
6919,-2023,14
4716,3494,5
6073,2388,7
10141,-1788,14
32,2534,13
9165,5722,3
7144,-2477,14
10083,5959,4
3254,-298,10
10481,-156,11
5131,3007,14
4873,4890,6
9147,2003,2
4228,3128,9
1401,-2432,14
9211,-2067,12
6383,5452,3
10639,3032,14
321,461,4
9843,-1817,10
6672,-2458,8
2906,-1348,5
1945,-65,3
7099,-1176,3
9582,1503,1
9830,-1053,10
8790,5190,1
5367,4057,3
10230,5614,13
3352,627,13
9411,3628,8
9713,-855,6
9424,-136,13
11722,4764,3
2188,-835,8
2298,1772,9
8679,672,8
11545,-2921,11
2893,757,3
11774,343,12
3849,-2344,8
767,3656,3
9248,4661,2
11861,1120,7
6401,3894,11
3502,-117,12
10985,-2990,11
9048,-1685,8
1145,775,8
559,5261,10
11941,3116,4
8811,4000,1
1030,-2775,3
7381,5696,12
3374,5903,3
1369,-2341,14
5440,1643,6
8730,1200,12
6156,5204,2
8255,4927,11
10393,2233,7
4480,-2464,5
7579,417,12
4646,3285,7
8722,1532,1
7254,4777,5
2612,1987,9
1691,-2200,6
7922,-1117,6
9470,-2159,6
6296,4520,2
799,-1691,10
7669,965,5
9371,3323,12
11119,1295,4
4425,758,3
8710,-2508,11
9642,1906,10
2088,1339,5
10321,-1830,13
8563,1319,2
407,5096,12
10084,-2650,2
472,-2998,12
3303,-2619,2
3018,3119,10
937,5518,13
7560,-2211,2
6149,5353,10
119,2487,3
6812,5267,6
8744,-2137,11
7848,3930,6
3056,-2148,8
6706,-3263,11
7474,-745,6
5048,2563,7
10753,-157,6
3988,387,9
10661,456,2
6226,2620,1
2744,5933,13
6184,4905,2
693,-3215,13
3086,-2731,6
6515,-1657,7
6968,5979,1
4646,5672,14
3205,-1065,4
434,1314,6
7411,4683,10
6788,5685,2
4187,-1227,1
4663,5006,5
11722,71,9
3488,4665,4
1671,2849,4
4141,-2413,1
11707,5194,12
5035,2034,8
7590,-326,10
9395,-2242,12
11269,580,4
2878,1595,4
3053,-710,3
4823,5428,13
10683,-2919,7
10052,-1731,7
3456,5715,5
1229,3663,1
2279,5441,7
1062,-951,8
5850,950,8
5036,814,9
4075,4557,2
11758,5757,6
3101,4877,9
10192,3163,9
2135,-1016,8
6469,-1972,8
6421,2174,2
7015,-3164,1
3250,514,10
10513,5038,3
1519,3210,11
5701,-492,4
2724,-2618,13
11633,5965,8
6046,-1959,5
4533,-1996,6
5154,788,3
4376,-3145,10
1383,4220,14
6228,-13,9
11634,-1162,7
2744,-1797,2
11516,374,10
11780,-728,12
7326,3599,13
8126,891,5
10174,-1518,9
2475,3135,14
11849,544,8
8796,346,2
9581,5579,6
4813,2644,8
4655,-1179,9
4102,326,12
9717,5817,14
9155,1770,10
9263,2546,13
6087,3428,4
3401,5119,11
8998,465,7
1731,-2313,14
1813,5648,11
1360,4370,13
11311,1653,4
7489,-2295,8
7463,1524,5
3496,-2800,7
10343,-451,7
11890,1974,1
1574,-511,14
459,-2026,13
7816,430,14
6071,1292,10
9820,3843,3
2104,5621,13
2922,-412,13
7209,-1045,9
5859,2802,4
10439,5239,11
1398,4406,8
3458,5826,3
6682,883,13
8634,3895,7
8484,-3021,8
11175,-417,4
8444,-2183,13
6363,-420,12
8780,3121,11
11533,-17,2
10140,-3267,1
6652,3705,12
4386,-2583,13
11216,5094,9
1470,994,8
5725,1974,1
10867,5109,12
4411,-905,14
2205,4057,10
893,-2834,5
192,-898,7
9932,5932,10
263,2549,10
1683,4438,14
11576,-261,9
1835,1173,1
11961,5444,8
7790,1383,5
9145,5381,12
10311,5983,8
11111,5675,6
9376,-282,14
7797,1076,14
5469,1903,2
5665,-2076,11
3159,5718,5
1488,-174,7
11482,4794,14
5297,101,11
10534,1040,10
467,-241,5
8968,5975,4
5610,-1958,14
3341,2300,12
4553,3283,5
2534,2384,11
11675,1544,7
8714,-1796,13
7180,572,3
10568,4687,6
581,-3157,10
4305,4586,9
9623,4971,10
2716,5403,5
6332,5145,8
8138,-1010,14
3854,-136,8
52,-2678,10
6789,2674,14
1554,-2817,10
9255,213,2
7211,-399,10
3304,1914,13
4830,-2365,10
3917,5598,2
1293,2376,6
10039,-1561,13
6188,4445,13
2443,165,7
8107,-83,5
6622,3544,3
1736,-508,13
11225,932,1
2609,1580,10
8426,6,5
956,-1877,7
11626,1707,11
1152,3163,10
2125,204,1
9136,-1385,11
8236,-882,2
6971,-2653,1
1885,-2115,6
9198,344,12
5070,5198,4
2043,-1853,9
6791,2183,9
9469,5096,3
4489,1716,14
1045,124,4
2324,3670,6
1671,3627,12
11087,1129,8
4272,3214,3
1169,-2095,4
4861,-1491,1
4348,-2202,3
6625,-808,5
1146,3158,7
7407,-145,14
2619,4303,8
3042,946,1
11948,-2527,6
5335,2034,7
2464,-2133,2
365,2126,11
11558,-189,13
2315,1397,4
9869,81,1
11623,5064,14
6658,692,2
544,5089,4
1110,4017,10
8541,758,14
4936,4313,8
1210,935,11
11514,-1979,14
3931,1669,6
9401,207,6
6452,2063,2
8443,2781,11
8999,-1764,9
7268,3634,2
5435,5545,13
2042,274,14
11499,5371,6
10951,4124,7
3905,1331,2
8535,4879,6
7669,-1511,6
1142,332,14
1738,1040,8
5296,78,14
3193,-21,3
11969,5953,13
7034,-801,2
10121,-1721,9
11519,139,9
5545,3738,8
5132,-2153,5
3775,462,6
10325,-61,10
1556,-1613,13
477,-2740,11
9232,4953,5
1176,-909,12
1969,5567,12
7998,673,7
7,4245,14
11440,4184,13
824,-2949,9
22,-1740,9
3434,3367,2
5342,-173,3
8429,-2305,10
783,-1365,6
1435,2207,4
7630,2851,14
414,-2217,7
9739,-1561,14
5893,69,1
3919,4793,6
5102,-3203,6
5231,4328,12
9136,-1413,8
8459,2833,3
4273,-1397,13
7036,84,10
8591,5537,8
8918,4933,5
7341,-330,2
5437,-2996,13
5893,1287,6
2340,-220,5
566,2651,11
8038,-1511,8
8769,4777,6
10750,3142,2
2475,4404,6
3481,3729,3
10200,1246,7
11874,-2509,4
5116,3636,1
3839,5782,10
2674,366,8
971,800,1
775,-2705,8
11096,5459,9
2477,4407,14
11412,2294,12
5346,-341,14
10037,3321,8
1421,5001,3
1492,3721,6
8661,-2047,14
7283,4653,5
3610,1646,3
1059,4947,13
10706,-3279,4
8283,-903,10
3092,4820,8
2949,2584,5
5854,-2831,14
9080,5610,11
9709,2621,11
4903,4337,6
2842,1726,11
2912,2571,11
11064,4730,1
11936,-2924,11
1205,1977,6
2423,-2604,14
2275,-1000,11
10115,2893,12
3193,-1850,6
5173,5810,12
11235,-1531,7
7676,-2334,8
4187,676,5
8995,-1001,4
4492,5357,4
2371,3338,13
5172,2400,8
2114,-1241,5
9179,142,1
5898,-74,10
11976,-1609,2
5639,-207,12
600,-911,8
2988,5885,12
8828,-2226,1
4745,-1457,1
4546,5832,11
8961,2732,4
8797,-2030,4
7975,866,3
10066,-1096,2
7643,4474,10
6175,1981,2
1197,-392,11
7416,-719,7
11173,-1743,7
2748,1979,2
4866,-840,10
10307,-923,2
2529,-2528,4
5152,-754,3
2764,-79,13
6517,2273,10
1572,2293,11
2019,1508,8
6788,-1906,14
9019,-533,13
10500,3817,2
5286,-1903,6
11531,4494,8
761,-935,1
2579,-1300,10
3726,1093,8
7523,3583,3
4020,-2061,10
7824,5146,14
4326,-1420,8
8762,2737,5
3580,4334,3
2096,-2267,3
1075,5475,2
10040,1838,10
6392,-1010,11
8733,-1793,6
3913,1297,7
7702,2184,12
9296,-148,12
10911,3188,4
10109,2551,9
8770,1865,4
3128,3671,11
8602,-3218,2
3755,4125,10
5559,553,1
7209,2506,5
2559,-255,13
2152,-992,12
4426,2092,5
1597,3488,8
7776,-1156,6
8225,642,10
6116,4607,13
2170,5525,10
9253,-464,7
8687,1926,6
11167,2215,12
4522,-1035,11
2876,660,4
4089,2589,5
9389,-2354,7
9634,5722,14
7618,-3090,10
875,970,2
4140,-2492,2
7655,3828,2
6704,-2556,9
5261,-1081,2
10565,-3250,12
3698,1333,3
5200,-842,12
4682,329,7
6257,4327,4
874,-535,7
3658,-2821,9
3821,1838,4
1621,4986,11
7739,874,14
8450,3804,7
4021,3923,1
3637,-689,14
4674,3575,11
772,-1243,8
9212,4849,9
3185,4706,11
1367,-279,1
10942,-865,11
7005,4807,4
3274,-2045,11
11473,4594,2
11587,5926,7
8752,2712,12
4298,1716,12
8688,457,12
7037,-787,8
486,-2840,3
7053,1608,8
5926,-2288,4
5460,3734,13
1928,4950,12
8316,4212,14
5474,-1645,5
499,-2613,2
9577,-1575,4
8812,5420,1
9909,3371,2
3646,1972,2
580,-3145,9
11022,1358,11
6348,-562,7
2394,-2985,7
6528,-435,4
9630,3286,8
3599,-2440,12
2782,2793,1
5194,3117,12
6184,3672,14
4947,5895,10
8700,4654,2
8298,663,13
2035,-208,5
7205,-295,2
10713,4878,8
4497,-3262,4
2900,-7,13
9760,5350,13
3166,-151,11
1152,1039,7
4754,-2789,7
860,-1018,12
7696,5436,12
10343,308,11
10526,-1692,8
3367,3044,6
3886,3053,6
3116,5851,6
7675,2397,11
238,2745,7
5091,-1017,7
5642,876,13
217,-1777,4
2544,416,6
11936,-706,5
7582,3555,6
8395,1115,5
10320,-1380,4
7057,5958,4
10468,4936,13
7200,5371,9
4061,5465,3
4406,-162,5
5844,3390,13
4993,-2873,7
3096,430,7
4323,3996,5
2676,-686,1
3586,-1145,10
870,-2811,5
4070,-2153,5
6684,3915,13
4824,1000,2
5853,2791,6
11967,1762,5
9258,-1693,6
11797,2718,4
4173,955,8
7595,2741,7
10444,5098,10
11106,5443,2
247,1639,14
4089,5401,4
1190,4761,14
5708,1835,14
7839,5904,14
2331,2483,14
10106,5929,10
10632,734,5
6184,-655,11
1280,5293,10
2974,2059,14
8178,2284,7
4189,5365,5
10441,1587,11
2158,2826,11
5900,-781,1
7614,-1646,9
5794,5777,13
4947,3950,12
11497,-2309,11
9944,4507,14
7459,4629,4
13,-374,12
10332,2222,7
4869,3666,11
7440,-1300,5
11400,2327,4
6454,-2537,8
3368,-2329,7
7094,5128,11
43,1696,1
2843,-1558,4
4275,351,5
470,-2182,1
482,364,3
7136,698,4
10329,-1739,7
314,4225,2
1720,2630,6
10414,4407,11
2383,1554,12
6244,5999,7
1983,-739,5
3748,-247,1
1538,-2696,12
11478,-451,11
4521,4367,13
7899,-2414,9
9631,3037,9
1735,4958,1
6908,-335,1
1287,-472,5
931,5344,12
3556,3531,2
2745,4932,1
6362,2533,10
1041,5743,5
10962,1671,2
1773,-2957,10
9980,-773,12
1660,-2688,7
2047,5845,11
11501,-1573,1
1000,-1066,12
2838,4078,10
8198,3472,10
4835,4829,14
5613,4025,10
7650,303,2
209,4327,14
2447,5652,12
8811,1502,8
10285,-1825,13
5172,-583,12
5736,4428,12
1113,2982,14
12,-835,1
2516,5146,11
439,-684,3
9430,4617,8
517,1505,7
7110,2735,9
2167,-2781,11
3713,-899,4
2102,2112,4
1308,-1700,5
3007,1861,12
2078,-2358,2
5343,-1053,13
1541,3636,10
9713,552,12
1884,3810,12
2209,-152,12
8233,423,10
21,4284,12
3647,4157,11
8074,3729,9
3384,-1469,13
7414,-126,4
11753,1461,12
5176,5923,14
2883,5618,11
5669,5627,14
2475,1372,12
8158,2002,13
4265,3890,4
7013,49,10
1665,5619,11
3711,4138,8
8238,2972,1
11033,2522,3
522,-684,7
2132,1706,5
8302,1653,8
5120,-220,9
7901,817,12
6199,1329,6
6570,4380,3
5749,-1465,13
10412,4610,14
9594,2849,13
9213,-622,10
6754,1998,5
7774,5221,4
11244,3449,4
9185,4215,4
11523,-2189,12
1666,3437,2
6693,55,8
680,-70,13
7900,-2347,2
8368,-2707,12
7933,-1169,9
3896,1272,11
11956,3707,7
3427,-1965,11
5618,-2022,8
10201,1805,6
110,5877,10
7615,4926,12
1497,-600,10
10910,4384,8
8895,733,7
4837,-670,7
1650,1081,2
9002,4518,12
5315,1298,6
3122,2475,11
7659,837,2
8540,-1917,5
727,2000,11
7915,5333,5
6159,4055,1
7681,4983,8
7691,-1688,5
4430,1027,1
1988,1395,12
331,4358,13
3488,585,2
6186,561,6
10778,4607,2
5840,-1196,3
3530,-966,13
6476,-512,13
7381,-2591,5
5960,-1905,7
2604,177,11
7905,5209,3
7910,-108,2
4933,-2136,12
6400,377,4
2854,-2744,5
2250,2771,11
4612,702,2
4383,4574,12
768,4424,7
6128,-1732,10
11994,466,7
2520,-1154,6
11356,4962,3
9897,5159,7
11734,-386,5
2137,3910,11
3537,184,8
9080,4997,2
6743,-2625,9
7339,2852,13
7359,-1136,7
6362,5083,3
5631,3183,7
3577,5356,7
7221,-127,13
11905,2853,6
7845,4737,3
1236,-1431,12
3431,5799,11
6000,4274,6
6425,-1915,11
8012,2328,8
120,3850,6
10289,-1182,3
7391,5830,5
1109,5684,12
818,2250,1
9453,4328,10
10579,2008,12
11250,2711,14
3946,159,13
6210,2838,10
9649,1352,10
11056,3474,2
2964,-2200,10
1810,202,4
4685,935,3
10055,-1748,1
11067,-156,3
5839,-2491,4
11676,-2361,3
3910,-2197,12
6429,1160,10
3304,4675,12
11817,-2647,6
11026,-3193,14
8637,5668,1
7509,3142,2
